gene_name	exontotal
MIR147B	79
CYP17A1	1862
FARS2	1834
ELOF1	1015
ZSCAN21	1985
NFAM1	5598
CRYGC	626
METTL4	3665
CIART	1737
RPS6KA6	8183
LINC00470	2234
RND2	4147
AKAP10	3926
SUPT16H	4658
CLCA1	3106
RAC2	1504
CPB2	1755
RTF1	5003
EFR3A	5391
STAB1	7857
UTRN	12357
TM9SF2	3498
AMELY	796
OR4N3P	933
LINC00477	1706
PRKY	7209
PRR20C	9220
MIR136	81
R3HCC1	1574
LOC100505978	859
LINC00898	4179
SPATA8	1020
C17orf64	954
DNAJC24	2995
ATAD2	5536
OAZ1	1141
INO80D	14125
GOLIM4	2822
NCAPG2	6149
NACC2	6893
BANK1	3540
PHIP	11926
HRSP12	1005
ZNF827	4168
STAC2	3266
PROL1	1040
KRCC1	1749
CAP2	3014
TASP1	2337
SIDT1	4977
SPANXD	690
CARD11	4406
MIR3960	90
HNRNPKP3	1880
CCDC148-AS1	790
ADAT2	7486
DAPK3	2097
TTTY16	190
TTTY18	219
RBMY1A3P	423
LEF1-AS1	1984
LINC01088	1005
SNORD114-31	73
MIR489	83
MIR488	82
MIR25	83
MIR7-3	109
MIR876	80
LOC100505474	2381
DKFZp451B082	4927
MIR4683	80
CPEB2-AS1	1622
MIR563	78
PVT1	1691
MIR564	93
MIR561	96
KRI1	2986
LOXL4	3642
SPANXN1	611
SPANXN4	429
SPANXN3	588
MMP12	1866
MMP10	1749
NBR1	5277
MANF	959
GRP	844
EVPL	6565
C4orf6	869
IL1RL2	1952
PCYT1A	1573
PFKFB4	3476
ARV1	1439
EFCAB6	4897
CEP350	13418
ZNF544	3503
ZNF853	3575
IMPA2	1529
HOXD9	1883
DSPP	4326
NELFA	2457
TPRG1L	2422
TTC23L	1345
GNRH1	2986
PRSS2	406
PRSS1	812
NEMF	4088
HPRT1	1406
KLRC4-KLRK1	1934
NEUROD1	3000
NDUFA6	1181
C16orf3	993
LOC101929076	1985
LOC101928988	1068
LOC101928869	847
LOC101929196	831
WNT4	3900
POLR3K	821
MPP4	2436
EFHB	2842
LYZL2	769
SSRP1	2802
SNRPG	575
MAGEC1	4317
C1QL2	2047
LUC7L	2240
HMP19	2447
CELA3B	995
KLHL24	7320
MIS18BP1	4760
ITFG1	2212
SLC25A33	1454
SPATA31E1	4443
ZNF500	3246
MGME1	2122
KIAA0100	7396
SEC14L5	6440
ATXN7L2	2371
SMCR5	2843
ZMIZ1-AS1	2423
MIR100HG	3078
MAS1	1133
INO80E	1178
GIMAP4	1962
KIF5C	7268
BLOC1S5-TXNDC5	3339
TTC3	9054
FOXC2	1680
FOXG1	3205
RGS2	1345
BNIP3L	3494
HOXA13	2512
ETV4	2747
KMT2B	8434
CYP2A6	1755
CYP1A2	3120
PAQR4	2790
EIF3G	1116
LINC01420	691
UBE2Q2P1	2144
WASH3P	2543
CECR7	2722
TTC23	4212
DIRC3	3893
CCL15-CCL14	1463
PMS2L2	634
REXO1L2P	10771
LOC541473	1008
CD248	2557
PGLYRP4	1824
HOXB9	2698
IFNA1	862
LOC102724719	418
TSKS	1801
FADS3	1781
FADS1	4408
GDE1	2931
AVEN	1525
C12orf4	3805
TMEM255B	1022
CYP2A7	2282
CLEC3B	849
FABP4	834
FAAH	2080
UQCRC1	1604
MIR885	73
MIR181C	109
FOXA3	1987
FOXA1	3378
SLU7	3544
HSD17B10	957
ARHGAP35	8882
GTF2A2	1577
NPAS2	3983
VPS9D1	2734
CNFN	524
LINC00593	1325
DMRTA2	3080
SLC46A1	6483
DESI1	3788
UGT1A8	2391
LOC100505715	2188
LOC100505912	881
SLIT2-IT1	597
LOC100505540	686
LOC100233156	1770
LOC101927905	1006
LOC101928162	752
MIR520H	87
LOC100131564	4024
LINC00348	944
LOC339975	2427
EFEMP2	2057
OXGR1	2281
GJB4	2838
HCG8	13183
LOC339807	1767
MIR4706	81
LOC100132077	2159
LINC01393	1183
MIR4694	79
LYPLA2P2	1600
RRP15	7766
EPYC	1532
COMMD3	934
PSMD4	1321
VPS18	3890
MMRN1	4961
THOC5	2732
KCNB1	3754
MRPS28	704
COPS6	1415
GRIK1-AS1	1088
POM121L1P	3985
USP32P2	4770
DPYD-AS1	528
MIR4323	68
LOC286094	1234
MTOR-AS1	702
LINC00461	4179
LOC441666	6658
HPYR1	981
LOC100268168	1992
LINC00982	3842
FAM225A	5799
ZFHX4-AS1	1706
LOC101928363	1170
ZSCAN2	4401
UACA	7242
SHCBP1L	2355
ACYP2	1218
FAM19A1	2216
RIBC1	2820
TXLNB	4674
ANKFN1	2409
MAMDC2	3604
RPL7L1	1269
TPRG1	3651
IGDCC4	6465
PLEKHO1	1609
VGLL1	1210
BIK	948
ANKRD19P	2297
RPL4	1431
WNT16	3223
LOC102724508	772
TMBIM1	2337
RTP4	1009
LINC00278	526
TET3	11376
PLAUR	1999
COX5A	764
LCP2	2401
VAMP2	2150
C1QL1	1498
ACTL7A	1527
TRADD	1477
WISP3	1400
LOC148709	2318
FBXW8	4844
RNF214	2781
ZDHHC24	1314
PEX14	1917
HECA	5617
VPREB3	583
NPIPA8	2302
SERPINB1	2786
ZNF512	3688
DNALI1	2643
GIPC2	2817
HSPB8	1999
DCLRE1A	4626
ITPKB	6154
C14orf180	2362
EMX1	2185
ASCL3	648
RRAGC	2726
POLR2J2	1978
PYROXD2	2049
SUV420H2	2300
SELK	813
NTN4	3605
SCAF1	4302
ZNF462	8282
OR51B4	932
OR51B2	1054
MIR944	87
MIR943	93
C20orf195	1109
LOC100287036	1202
CSGALNACT2	3761
TTC38	2596
PHYKPL	3286
NAA30	4470
RSL1D1	5126
UNC79	8421
CCDC181	1860
UGT2B4	2097
CD207	1866
UNC5B	6873
FARSB	2216
FLT3	3818
C7orf55	1470
SNORD116-19	186
SNORD109B	132
TFAMP1	2222
CCDC122	2001
FDPSP2	4980
CDRT15P1	1100
RNF138P1	5700
RBMY2EP	529
NOX3	2030
ZNF516	8618
CENPW	3993
MUC19	24658
SNORD86	85
SNORD82	74
RNU11	134
SNORD1C	77
LOC101927269	503
LOC101928559	1184
LOC101927243	675
SCGN	1468
EDDM3A	877
ANKRD61	1420
LINC00690	1364
LINC00539	978
MMP15	4427
PSTPIP1	1840
AIP	1227
CRYBB3	857
CRY1	3281
FOXD1	2267
DUSP9	2376
KCNA4	4177
HBA2	602
ART1	1307
MAGEB1	1963
MAD2L1	1431
ADAMTS19	5066
PHF13	3666
MED12	6924
MED20	2474
CHST3	6970
HOMER1	4303
AREG	2540
SHROOM2	7435
BAG3	2565
PIGL	1145
LINC00671	1838
CTSLP2	1101
CYP1B1-AS1	1750
GNN	4500
LOC102724555	550
LOC100129138	1207
FAM86B1	2431
WDFY3-AS2	1565
MIR124-3	86
MIR124-2	108
RBAKDN	576
PCA3	3732
LINC01144	1709
MARK2P9	945
LINC00968	2517
EGOT	1460
SEC1P	2644
MIR708	87
MIR148A	67
MIR129-1	71
MIR7-1	109
MIR199A1	70
MIR107	80
LOC389705	918
NBPF22P	2672
SNORA11C	126
SNORA70C	135
MIR155	64
MIR200C	67
LOC645638	618
MIR320A	81
MIR195	86
LINC00544	691
KRT9	2281
NME5	1220
MIR198	61
MIR892A	74
LOC286189	1597
NEAT1	3734
CLEC11A	1403
SMARCC1	5729
TDRD7	3745
GAGE7	492
ZNF8	2206
MIR3180-2	261
MIR3180-1	279
MIR3179-1	249
MIR3178	83
RGMB-AS1	2028
KLHL42	6466
FSCN2	1737
SFRP2	1987
APBA3	2147
SFRP1	4464
CIR1	1783
SLC5A4	2005
DCAF7	6451
ZNF702P	2993
ABCA17P	4171
MRPS7	1410
ANKRD13B	3158
CEP68	5855
KIF2C	2859
UBA6	6414
STXBP3	2484
PMS2P1	1511
PWAR4	341
PWARSN	1796
PDXDC2P	4156
TUBA3FP	1957
MIRLET7B	82
ZNF473	4685
HEBP2	1278
C17orf59	1913
RASD2	2969
QPRT	1550
ETHE1	956
SNAR-G2	118
SNAR-D	118
LOC729609	626
LNX1-AS1	549
LOC100130238	3873
HCCAT5	1075
SPERT	1744
SAMM50	1741
AFG3L2	3192
NPVF	1185
AATK-AS1	1571
SLC6A10P	3830
GSTTP1	717
ZNF165	2373
CFD	1154
FOS	2154
NKX6-3	549
GPRC6A	2876
LINC00521	3300
MIR3138	81
INSL4	613
LOC100506023	5616
LOC646626	886
FAAHP1	1258
LOC401557	3726
HIF1A-AS2	2050
ARHGEF3-AS1	484
CXXC1P1	1893
MIR2392	83
MIR4505	72
MIR4503	82
MIR4500	75
MIR4499	68
XPO7	4835
TCEAL1	1276
APLNR	5536
CNOT8	2476
B4GALT6	4805
UBQLN1	4157
DDX10	3246
HDAC1	2077
ZNF33B	5953
C1orf140	4490
CHST1	3936
CCDC85B	1231
AIM2	1478
PCYOX1	5371
PRRX2	1305
SS18L2	812
RPA4	1543
OLA1	4345
CENPC	3330
MIR1250	112
LOC650368	1466
DLGAP1-AS2	920
SNHG22	1611
OMP	491
NEURL1	4309
SFTPD	1275
C16orf54	2594
PRUNE2	12566
MIR6130	98
MIR6129	108
MIR378J	108
MIR6128	108
MIR6127	108
MIR6126	88
MIR6125	95
MIR6124	84
MIR6090	59
MIR6089	126
MIR6086	54
MIR6085	109
MIR6084	109
LOC400794	1745
LINC00473	2427
FLJ43879	3479
BAIAP2-AS1	4419
MIR16-2	80
MIR106A	80
CEP131	3593
ADAMTS17	6309
KRBA2	1962
FAM46C	5718
TTC22	3065
ERC2-IT1	2254
FOXN3-AS2	1260
LOC100129550	5903
BMS1P17	2166
FBN1	11629
MIR4288	66
MIR4292	66
OLFML2B	3152
LOC100134368	1568
GUSBP11	3404
SNORA6	148
HSPB1	894
DNAJA1	1529
UGT8	3412
CEP128	4433
HIST2H2BC	581
SPACA4	971
TSPYL2	2821
ITM2B	1890
ZNF711	4158
PIGR	4264
PIGC	1498
HAND2	2366
TRIM42	2549
HEATR6	3915
SLC9A7P1	3304
DOC2GP	429
USPL1	3895
HIST3H3	480
HIST1H4F	367
HIST1H4D	366
FAM86JP	2036
FAM86FP	2138
FAM86EP	3407
FAM86DP	2498
TPI1P3	1213
PADI6	2379
ART4	1368
CENPI	2542
FSTL4	5366
ZNF622	1686
SLC52A3	2690
SPESP1	1429
SPSB1	3114
TLDC2	2034
CKAP5	6670
AHSP	503
STAP2	1524
TDRD9	4728
FAM212A	1038
EPSTI1	3188
RAB11FIP4	8610
DCBLD1	1963
C12orf76	1941
N4BP2L2-IT2	4889
MBNL2	4719
LOC283731	2564
KLF3-AS1	2360
LINC00202-2	6099
ZNF252P-AS1	3235
LINC00264	1079
KCNH4	3906
PLEKHA2	5627
GALNT8	2124
MIR519A2	86
FLJ45974	3478
SMC3	4083
GALNT6	4508
RPL35	456
OR1J2	941
GPR180	8866
OR5P3	935
ACTR8	3615
CENPH	1380
RPL34	1008
RGS10	968
LINC00606	2866
ST18	6304
CEP57	3210
GLE1	3505
PAX1	5347
MARVELD2	2153
C10orf91	735
MIR592	96
LINC00964	3575
GALNT5	3121
JAG1	5961
GALNT4	5393
DHRS4-AS1	3486
LOC440700	1206
LOC285889	2695
DNAH12	10052
MIR507	93
MIR506	123
MIR505	83
MIR504	82
MIR626	93
MIR624	96
MIR623	97
MGC45922	933
MIR630	96
MIR628	94
MIR627	96
LOC100506207	2862
MIR548A2	80
SNX29P2	1576
GSDMA	2152
SDPR	3248
SAMSN1-AS1	835
LINC00551	1963
OR10H1	1119
OR10H2	1028
OR10H3	950
LOC100286922	1029
GPIHBP1	2277
NEK8	2843
LINC00605	1555
LINC00667	3974
LOC100126784	3738
CD27-AS1	2358
TP53TG1	706
A1BG-AS1	2126
ZNF674-AS1	2146
PAX8-AS1	4612
LINC00200	2431
VLDLR-AS1	880
LINC01128	20865
SNHG17	1296
LOC441204	1626
GLIDR	2579
DLGAP1-AS1	990
DTX2P1-UPK3BP1-PMS2P11	1750
TPT1-AS1	1515
SNORD114-27	68
ZNRF2P1	2033
RP9P	1291
STRAP	1895
C14orf1	1535
OR2B3	4559
LINC00643	6631
UNQ6494	2188
SPACA6P	1956
LOC730101	3782
LINC00908	2240
LOC727924	1589
CLUHP3	1767
LOC101060004	626
MAFG-AS1	1893
NOP14-AS1	3851
PTGES2-AS1	2105
MROH2A	5282
ANKRD20A9P	37566
TMEM257	2442
PRPF3	2447
TRIM36	4880
DUSP16	6305
WNK3	11319
AARS2	4760
PHC3	12657
CKAP2L	3264
PLXNA4	15376
ATP13A4	4244
SF3B6	767
AURKB	1291
CNNM1	5948
NELFB	2553
CELA3A	899
PITHD1	1616
GINS2	1175
SPAG16	2973
PLLP	1493
ZNF273	4409
MIR1324	95
C1orf180	2881
HSD52	1040
NDUFS6	544
SNAR-A1	242
SNAR-A2	242
TTC28-AS1	5880
UBIAD1	3652
GNG13	981
ZNF581	1224
KLF3	5609
EFHD2	2415
PRIM2	2707
GOLGA8R	5153
RPS7	721
LACE1	2242
CRLF1	1795
PNN	3597
LAMP1	2531
KPNA6	7358
TEAD4	2148
TDG	3234
OLIG2	2512
KLHL18	4716
TMEM163	1885
BAIAP2L1	3656
GNG12	4405
EXOSC2	2600
C19orf43	907
GJB2	2330
ZPR1	1764
ZNF358	1951
LINC00924	2677
LOC284837	4596
FLJ34503	2002
LINC01142	1721
LINC00284	2561
LOC646214	8225
LINC00324	2091
LINC00116	1611
MIR3918	92
LINC00114	1094
GOLGA8CP	5264
TMPO-AS1	3159
LINC00657	5342
MAN1B1-AS1	1871
LOC100272217	2144
LOC100272216	2048
ARRDC3-AS1	2499
LINC01124	2128
LOC648691	3105
LOC644669	2091
LINC00910	4393
LOC388282	1284
TMCO5B	848
MIR3680-1	47
PCOLCE	1611
PDE6G	1019
KDM5B	6356
ZNF510	5148
LOC100133669	700
LINC00293	2685
LINC00642	705
FEZF1-AS1	2646
DKFZp686K1684	1653
LINC00486	2464
SPTBN4	9102
NCAM1-AS1	710
HMGN2P46	1921
OR51E1	3102
LINC00305	865
MTMR9LP	2317
JMJD1C-AS1	1333
EMILIN1	3924
ZNF847P	256
TBC1D3P2	2048
OSBPL10-AS1	539
ST3GAL6-AS1	764
ALDH1L1-AS1	433
COL4A2	6215
GDPD5	3157
PNPLA2	2417
SLC51A	1446
LOC100131094	3068
WDR34	1809
LOC644145	385
PPIEL	2628
CHIAP2	2795
BCAR4	1305
RPL13AP3	1472
LOC644936	1380
UBE2Q2P2	3044
R3HDML	757
SLC22A15	4708
EIF5AL1	3835
MYEOV2	984
PSG2	1606
NSFP1	2320
CLCA3P	3397
DSCR10	857
LOC400891	5334
IDH1	2769
SNORD115-45	52
SNORD115-28	73
SNORD115-27	75
SNORD115-24	70
DNMBP-AS1	2646
C10orf126	2143
SERPINA13P	1713
NLRC5	6676
SIK1	4689
MIR595	95
TUBBP5	2655
MIR3922	83
EFCAB10	759
LOC101928035	962
LOC102467079	1006
LOC100506258	4493
LOC101927694	1653
OXCT1-AS1	1723
CHRM3-AS1	481
CEP290	7901
PPP6R1	3613
MAP3K2	10854
TOE1	2384
ALX4	5462
MIR6831	80
PIBF1	3095
LINC00971	7288
TBC1D3P1-DHX40P1	1117
LINC00921	2440
LOC646903	1963
LPP-AS2	2882
LOC100130298	511
DNAJC27-AS1	4671
TFAP2A-AS1	1301
TRIM16	2892
MIR30E	91
FAM45B	4814
MIR296	79
MIR99B	69
MIR301A	85
MIR299	62
MIR219A2	96
MIR31HG	2144
C3orf49	1282
MIR30D	69
MIR10A	109
RBM5-AS1	1385
MIR452	84
MIR17HG	5728
MIR329-2	83
MIR433	92
MIR431	113
MIR450A1	90
URAHP	2130
RNU6-52P	95
RNU6-53P	46
TUG1	7676
PIPSL	3775
CATSPER2P1	1631
PMS2CL	1732
MIR3606	62
UQCRBP1	796
MIR372	66
RNF144A-AS1	2343
MIR9-1	88
MIR146A	98
MIR138-1	98
MIR152	86
MIR145	87
MIR30B	87
MIR23B	96
LINC01260	1152
LOC100507053	4815
LOC100131347	2300
LOC284454	1773
OGFRP1	1240
PPIAP30	625
LOC643201	4266
SMA5	1748
XRCC6P5	2164
FAM81A	3459
C15orf43	1268
FAM161B	3587
RAD9B	3054
FOXJ1	2637
FOXC1	3448
FOXF1	2560
MBOAT4	1660
ZNF232	2073
BDH2	2910
UNC5D	7273
LOC100130093	2374
CECR5-AS1	624
LINC00704	1390
TSPAN4	1758
EREG	4623
ZNF705E	3436
WDR18	1541
UNC5A	3718
NRSN2	2382
LOC283710	1028
LOC100130880	573
PGLYRP3	1166
KBTBD6	5227
LRWD1	2183
GJB3	2349
EBF1	5261
NUS1	4802
LRFN1	3130
LINC00092	1719
SNHG12	733
MIR153-2	86
LOC101927348	882
ABO	1572
C6orf7	746
TUSC2	1679
SEC22B	1877
MOGAT2	999
MYCT1	3041
PRMT5-AS1	2102
ANKRD23	2573
VWA3B	4719
QRFP	410
RRN3	3728
TMEM63B	3175
DHRS12	2906
PAGE5	735
CC2D1B	5630
TRIM56	3524
SPACA1	1492
SHD	2570
CCDC47	3406
XAB2	2636
LINC00887	3010
SCGB1D4	431
ZNF684	2092
WFDC11	610
CLDN23	1951
WNT8A	1492
FLJ10038	5941
LINC00207	817
OR5E1P	520
IDI2-AS1	1300
TAPT1-AS1	2544
LINC00346	6321
RPL13AP5	650
MIR4258	90
MIR184	83
MTVR2	811
LOC151174	1956
LOC645752	3099
MIR4251	60
ZBED3-AS1	1138
NUTM2A-AS1	816
LINC00917	2611
CCDC53	906
LOC101927045	2113
CASC18	2698
LINC01215	2667
LINC01234	2219
ANKRD9	1622
MIR124-2HG	7210
LOC115110	2207
GUSBP1	6063
FAM133DP	2005
NUDT4P1	3791
ZNF37BP	8702
MIR548T	49
MIR3140	89
TRHDE-AS1	6771
LOC284788	1680
MROH7-TTC4	6558
PID1	2818
ARHGAP44	4235
RDH8	1708
ATOH7	1518
SLC2A12	5594
LINC00661	3333
LINC00839	2301
CEP83-AS1	2565
TRMT5	5291
ACAA2	1924
RRN3P3	2485
H1FX-AS1	2188
LOC401127	1648
SPATA31D5P	4860
LOC285074	2190
EFCAB4A	1821
GPR158-AS1	2431
SLC17A6	3910
LINC00633	628
LINC00890	4592
LOC285484	1481
EEF1E1-BLOC1S5	2985
KIF26B	7272
CDCA8	2476
IFT57	3192
SLC35E1	5087
CNTD2	1812
ANKRD18DP	2885
LINC00235	560
LRRC37B	3015
SLC2A13	6993
C11orf63	3854
LIPI	1625
LINC01341	1121
LOC145783	3013
LOC100289656	893
LOC646762	5782
CST13P	1153
MIR194-1	84
SKINTL	1501
TEX13A	1391
HSH2D	3242
MIR101-1	74
MIR100	79
MIR99A	80
TMEM191A	1950
SLC43A2	8784
STK16	3119
FAM201A	1725
BMS1P20	2000
DNAJC17	1007
SLURP1	534
TMEM63C	5378
MIR511-1	172
SLC35G4P	1054
LOC100131691	2600
LINC00622	1589
LOC644656	1142
LOC143666	2077
DKFZP434A062	4781
HCG11	5678
LOC100289230	1875
KCNJ2-AS1	2441
GLIS3-AS1	728
RPL19P12	1133
LOC100240735	902
LOC100129935	1827
DGCR10	926
SNHG20	2166
FAM99A	1427
MIR938	82
MIR604	93
CAPN12	3108
DRGX	948
STK11	3266
CACNA2D3	3637
PWRN2	5127
IGF2-AS	2840
LOC100132111	757
BPESC1	3511
TTLL1	1864
DGCR6	1209
PSCA	1280
EPM2A	3666
SLC9A3R1	2010
ORC2	3635
OCM2	583
OAS3	6611
NRG3-AS1	486
B3GALT1	2166
AQP9	3015
SH2B2	1939
FNIP2	5769
TFF2	703
TECTA	6445
SERPINB3	1769
CNTRL	7389
USP17L28	12736
USP17L27	12736
USP17L5	12736
USP17L26	12736
MCOLN1	2084
C10orf107	1245
AACS	3303
LEPREL2	2656
NDUFA4L2	1183
TMEM191C	1298
SCAF11	7581
ACTR1B	2247
RBM15B	6637
C1orf220	2574
FTX	2349
NCRUPAR	485
SSX6	1278
LOC100289673	1263
ANKRD26P3	3705
LOC100288911	714
LOC100132215	2157
LOC100289019	3837
LINC01106	2180
C21orf128	2139
SSTR5-AS1	2929
LOC654342	601
LOC728743	3366
LINC00847	2078
LINC01101	2014
LINC00893	2336
MGC16275	2483
MIR300	81
MIR891A	78
MIR298	87
LINC00857	2159
LINC00628	1289
FCRL6	2035
MIR424	97
MIR196B	83
MIR335	93
LOC730668	4161
CFL1P1	2116
LOC101928448	932
LOC340074	2039
GAS5-AS1	693
MGC45800	4949
LINC01091	2668
RNU6-57P	52
RNU6-64P	30
RNU6-66P	74
RNU6-67P	25
RNU6-69P	26
RNU6-71P	76
RNU6-72P	44
RNU6-76P	47
RNU6-78P	29
RNU6-79P	32
RNU6-81P	45
RNU6-83P	71
LOC90834	2420
LOC200772	2263
LOC253573	2287
LOC100271832	1387
RPL21P28	556
YBX3P1	1757
DKFZp779M0652	647
LOC100507250	1726
LOC101060524	2209
LINC00882	599
CSMD3	13280
RPL13AP6	652
ZNF503-AS2	3334
LINC00937	659
LOC100128361	2485
LOC728752	1413
LOC284648	1489
LINC01002	4871
LGALS8-AS1	1439
LINC00323	2017
NRADDP	1008
LOC284023	2523
MIR4297	75
MGC16142	1290
MGC57346	5261
MIR3196	63
MIR3193	54
MIR3191	75
LINC00592	1048
LINC01347	3816
C5orf27	1913
SNORD111B	100
LINC00899	1606
ZBTB20-AS1	1710
LINC00889	2907
LOC285847	1722
LOC285629	2319
MIR3613	86
MIR3609	79
TCP11L2	2758
SMG1P3	5023
LY86-AS1	2015
MIR135A1	89
MIR922	80
LINC00326	1210
CPLX2	4928
TCL1B	1162
TP53RK	3371
DYNLRB2	493
COX7B2	540
SPEF1	1580
LOC101928530	541
KLHL25	3678
TMEM168	7386
CTAGE1	4314
C12orf77	1505
SYNDIG1L	2603
ZNF57	1999
RAET1K	1879
KGFLP2	4704
CASC15	1877
RPSAP9	1439
UXT-AS1	563
LOC100288842	581
MIR516A2	89
LOC553103	1793
C10orf10	2058
UFSP2	2367
COG1	3020
KIAA0196	4136
DPPA4	2810
FIG4	3082
C1RL	3392
SCARNA6	265
HIATL2	781
SCARNA17	420
XGY2	720
HAS2-AS1	2283
FAM86C2P	1855
NHLH2	2676
PTPRCAP	905
FARSA	1840
HIST1H2AJ	438
SERP1	3169
PROP1	1461
MIR455	95
MIR514A3	174
MIR514A2	174
KIAA1244	14848
MIR5688	82
HS6ST2-AS1	546
CLDN10-AS1	891
RNF216-IT1	334
LINC00331	590
MLIP-IT1	639
LINC01216	820
WBP11P1	2971
SLED1	749
AKAP14	905
LINC01213	601
IER5	2341
POLA1	5402
MLLT1	4493
SOX21-AS1	2984
RNF125	5882
TMEM234	1077
KRTAP9-8	986
PEG3-AS1	1313
LOC653160	1884
GRIK1-AS2	1070
SRRM2-AS1	1637
MIR558	93
MIR557	97
MIR556	94
MIR555	95
MIR554	95
MIR553	67
MIR551A	94
PRMT6	2649
NOC4L	1617
TMOD3	4656
ELOVL2	4065
G2E3	5566
LRRC40	2930
CEACAM5	3494
SEPSECS-AS1	1118
STARD4	2258
LOC285627	2005
ORMDL3	2135
LOC150381	1632
SLC9B2	3349
PCED1B-AS1	2499
RAPGEF4-AS1	4617
THUMPD3-AS1	1857
MIR3154	83
PSG10P	1735
FAM138C	1127
JOSD1	3431
KIF14	7247
GDF3	1222
MRPS15	957
STYXL1	1407
ZC3H13	6394
MIR8071-2	128
MIR6862-2	138
MIR7108	86
TIMM9	1072
TIMM13	1992
TIMM10	671
TBL2	3031
BECN1	2131
KIR2DS3	1105
LOC100507346	1953
MIRLET7I	83
MIR1225	89
MIR29B1	80
PPBPP2	1361
LINC00589	1394
C6orf123	1646
ANKRD30BP2	3406
ZNF876P	2605
UGT1A3	2340
PIGZ	2736
UGT1A10	2380
TERF2IP	2175
DLL4	3409
TULP4	11105
DEFB129	696
ACSM6	1702
LCNL1	1833
MIA2	2275
SCGB3A2	515
SCFD2	3165
LANCL2	4344
CHERP	4078
MIR3180-3	279
MIR3179-2	249
LOC284009	573
LOC100287704	653
FAM183B	1645
TRIM53AP	3444
USP34	11230
MAP10	5454
HES2	4256
SPIN1	4528
CHD5	9621
LACRT	503
CWC22	3259
PRDM4	4175
ICMT	4810
DONSON	2512
SLC5A7	5136
WASF1	3209
LINC01118	1039
MOSPD1	2352
SLC2A1	3660
NKX2-8	1801
HSPA12A	5710
GPR151	1259
DMRTC2	1811
SPRR2F	654
TSTD3	1922
PRSS56	2144
C21orf37	713
AA06	629
TTLL3	5808
DNAJC25	2501
FAM168B	5399
KDR	6025
KCNS3	2547
KCNN4	2231
IRF2BP2	4661
MAGEA3	1721
SYPL2	3773
MIR4713	74
MIR4712	81
MIR4710	55
MIR203B	85
MIR4709	71
MIR4708	65
MIR4707	79
MIR4705	70
ACSM2B	2426
FAM73A	6394
MIB1	9546
SSBP3	3236
NOL6	4827
ZBTB7C	4168
C2orf73	1916
SMIM15	2887
ZNF366	2765
PTENP1	3916
TDRG1	1083
PP14571	2015
PCBP1-AS1	2375
GALNTL6	2836
HAR1A	2792
SNHG11	1082
DNM1P46	3826
LINC00184	2268
LOC644961	2651
LINC00290	589
LOC285593	3018
LINC00265	4632
ZNF561	4534
NARR	836
CHKB-CPT1B	4246
LOC100287010	1081
POM121L2	3169
TNFRSF8	3671
CD27	1314
S100A3	735
ATP5F1	2094
FLJ46906	997
LINC00927	2912
LINC01121	1092
TBC1D3P5	3070
F11-AS1	1231
IFNA22P	875
MIR8070	87
MIR6876	72
LOC100506125	550
METTL12	1379
HERC2P3	4252
MIR4521	59
MIR4520A	69
MIR4519	57
MIR4518	82
MIR4768	73
MIR4767	77
MIR4766	75
MIR4765	76
MIR4764	87
MIR4761	81
MIR4760	79
MIR4758	70
MIR4757	76
MIR4756	77
MIR499B	72
MIR4755	71
MIR4754	88
XAGE5	472
EPHA1	3345
RAE1	2157
SLC35G6	1193
CEL	2375
ZNF554	3693
CD69	1671
CETN3	976
MMP3	1818
MIR4509-3	279
LINC00379	563
ALKBH3-AS1	1921
MIR1233-2	162
MIR1184-3	294
MIR1184-2	294
SPEN	12212
COL6A6	8434
RPS6KA2	6030
SEPT1	1580
LOC400654	2404
LINC01268	2747
LOC441461	549
WTAPP1	2634
VAC14-AS1	2221
LINC00944	616
LOC100130950	1720
MIR3202-2	78
C8orf74	1032
MIR4498	65
MIR4497	88
MIR4493	72
MIR4492	79
MIR4491	65
MIR4490	83
MIR548AL	58
FAM50A	1339
EVI2A	3007
TMEM258	407
MRPL41	602
TREML2	3818
SNORD116-30	84
LOC101929173	2136
LINC01000	10258
SMCR8	8308
A3GALT2	1018
TEAD1	9403
MIR378C	80
MIR4296	87
MIR4295	84
USP17L9P	1592
LYPLAL1-AS1	1622
LOC644838	2092
LINC00919	1655
CT45A5	1333
NME1-NME2	1286
KRTAP26-1	1157
STPG2	1643
ENAM	5665
LOC100506655	2604
CHEK2P2	858
LINC01207	3120
C9orf135-AS1	951
HOXA-AS3	4164
ANKRA2	2189
ADAM20P1	3034
ANAPC1P1	1756
TMEM256-PLSCR3	2039
GNAS-AS1	1152
MIR4255	71
MIR4489	61
MIR4488	61
MIR4479	70
MIR3689F	65
MIR4485	56
MIR3689E	71
MIR4484	82
MAN2A2	6247
GTF2F1	2538
KLF15	2522
HTR5A	4553
MARCH8	6301
NPHP3	5371
LOC554206	1036
SCGB1B2P	599
MIR1245A	68
MIR548F5	68
MIR548F4	104
MIR548F3	48
MIR548F2	97
MIR548F1	78
MIR1305	85
MIR1304	90
MIR1297	76
MIR1295A	78
MIR548K	115
MIR1289-2	110
MIR609	94
LINC00548	2545
MIR603	96
MIR602	97
MIR601	78
MIR600	97
LOC728228	679
LOC100303749	768
MIR410	79
MIR412	90
ZNF833P	1997
LINC01312	3514
LINC00221	1750
LOC340113	2002
MIR1251	69
MIR1249	65
MIR1247	135
MIR1246	72
