gene_name	transcript_id	halflife	FPKM
SP1	NM_138473	3.70 	8.3291
SP100	NM_003113	4.00 	26.5418
SP110	NM_004510	3.33 	5.13797
SP110	NM_080424	3.33 	5.13797
SP110	NM_004509	3.33 	5.13797
SP140	NM_007237	N.D.	0.0963463
SP140	NM_001005176	N.D.	0.0963463
SP140L	NM_138402	4.42 	5.29872
SP2	NM_003110	5.08 	4.20518
SP3	NM_001017371	2.74 	7.18981
SP3	NM_003111	2.74 	7.18981
SP4	NM_003112	2.60 	0.537357
SP5	NM_001003845	N.D.	0
SP6	NM_199262	N.D.	0.0467613
SP7	NM_152860	N.D.	0.0145136
SP8	NM_182700	N.D.	0.0106259
SP8	NM_198956	N.D.	0.0106259
SPA17	NM_017425	N.D.	3.084
SPACA1	NM_030960	N.D.	0
SPACA3	NM_173847	N.D.	0
SPACA4	NM_133498	N.D.	0
SPACA7	NM_145248	N.D.	0
SPAG1	NM_003114	3.28 	0.656314
SPAG1	NM_172218	3.28 	0.656314
SPAG11B	NM_058207	N.D.	0
SPAG11B	NM_016512	N.D.	0
SPAG11B	NM_058202	N.D.	0
SPAG11B	NM_058200	N.D.	0
SPAG11B	NM_058206	N.D.	0
SPAG16	NM_024532	3.39 	5.87334
SPAG16	NM_001025436	3.39 	5.87334
SPAG17	NM_206996	8.12 	0.0221643
SPAG4	NM_003116	2.53 	1.39029
SPAG5	NM_006461	9.30 	1.0219
SPAG6	NM_012443	N.D.	0
SPAG6	NM_172242	N.D.	0
SPAG7	NM_004890	9.33 	40.131
SPAG8	NM_001039592	2.38 	0.29753
SPAG8	NM_172312	2.38 	0.29753
SPAG9	NM_003971	9.45 	8.18839
SPAM1	NM_003117	N.D.	0
SPAM1	NM_153189	N.D.	0
SPANXC	NM_022661	N.D.	0
SPANXD	NM_032417	N.D.	0
SPANXE	NM_145665	N.D.	0.148955
SPANXN1	NM_001009614	N.D.	0
SPANXN2	NM_001009615	N.D.	0
SPANXN3	NM_001009609	N.D.	0
SPANXN4	NM_001009613	N.D.	0
SPANXN5	NM_001009616	N.D.	0
SPARC	NM_003118	N.D.	1471.98
SPARCL1	NM_004684	2.44 	0
SPAST	NM_199436	8.48 	3.33266
SPAST	NM_014946	8.48 	3.33266
SPATA12	NM_181727	2.06 	0
SPATA13	NM_153023	2.30 	1.90995
SPATA16	NM_031955	N.D.	0
SPATA17	NM_138796	3.57 	0.246645
SPATA18	NM_145263	N.D.	6.90546
SPATA19	NM_174927	N.D.	0
SPATA2	NM_006038	2.22 	2.88682
SPATA20	NM_022827	6.40 	36.5214
SPATA21	NM_198546	N.D.	0
SPATA22	NM_032598	N.D.	0
SPATA25	NM_080608	N.D.	0.531541
SPATA2L	NM_152339	2.44 	4.13814
SPATA31D1	NM_001001670	N.D.	0
SPATA31E1	NM_178828	N.D.	0
SPATA32	NM_152343	N.D.	0
SPATA4	NM_144644	N.D.	0.0570399
SPATA5	NM_145207	2.78 	1.25314
SPATA5L1	NM_024063	5.50 	2.68967
SPATA6	NM_019073	N.D.	0.906322
SPATA6L	NM_001039395	4.00 	0.0390926
SPATA7	NM_018418	2.56 	3.29592
SPATA7	NM_001040428	2.56 	3.29592
SPATA8	NM_173499	N.D.	0
SPATA9	NM_031952	2.33 	0.553623
SPATC1	NM_198572	N.D.	0.0521677
SPATC1L	NM_032261	N.D.	7.01767
SPATS1	NM_145026	N.D.	0
SPATS2	NM_023071	3.77 	5.15514
SPATS2L	NM_015535	7.53 	20.5035
SPC24	NM_182513	8.94 	3.35092
SPC25	NM_020675	3.85 	1.05426
SPCS1	NM_014041	>24	80.811
SPCS2	NM_014752	3.64 	5.70121
SPCS3	NM_021928	9.80 	29.8585
SPDEF	NM_012391	N.D.	0.024966
SPDL1	NM_017785	3.51 	4.08091
SPDYA	NM_182756	2.47 	0.163952
SPDYA	NM_001008779	2.47 	0.163952
SPDYC	NM_001008778	N.D.	0
SPDYE1	NM_175064	N.D.	0.0518369
SPDYE3	NM_001004351	N.D.	0.0670984
SPECC1	NM_001033553	3.33 	13.1691
SPECC1	NM_001033555	3.33 	13.1691
SPECC1	NM_152904	3.33 	13.1691
SPECC1	NM_001033554	3.33 	13.1691
SPECC1L	NM_015330	3.33 	11.6163
SPEF1	NM_015417	N.D.	0.0624969
SPEF2	NM_144722	2.41 	0.830019
SPEF2	NM_024867	2.41 	0.830019
SPEM1	NM_199339	N.D.	0
SPEN	NM_015001	3.51 	2.33877
SPERT	NM_152719	N.D.	0
SPESP1	NM_145658	N.D.	3.21516
SPG11	NM_025137	4.57 	5.48818
SPG20	NM_015087	4.31 	20.4011
SPG21	NM_016630	19.67 	68.188
SPG7	NM_199367	3.85 	20.8574
SPG7	NM_003119	3.85 	20.8574
SPHAR	NM_006542	N.D.	4.51562
SPHK1	NM_021972	7.11 	33.5213
SPHK1	NM_182965	7.11 	33.5213
SPHK2	NM_020126	3.64 	5.83288
SPHKAP	NM_030623	N.D.	0.0594984
SPI1	NM_003120	N.D.	0.0783541
SPIB	NM_003121	N.D.	0.0111917
SPIC	NM_152323	N.D.	0
SPICE1	NM_144718	3.39 	0.985102
SPIN1	NM_006717	3.64 	26.7738
SPIN2A	NM_019003	N.D.	0.685785
SPIN2B	NM_001006683	2.82 	3.01313
SPIN2B	NM_001006681	2.82 	3.01313
SPIN2B	NM_001006682	2.82 	3.01313
SPIN3	NM_001010862	2.86 	2.71923
SPIN4	NM_001012968	3.77 	1.65718
SPINK1	NM_003122	N.D.	0
SPINK13	NM_001040129	2.63 	0
SPINK14	NM_001001325	N.D.	0
SPINK2	NM_021114	N.D.	0
SPINK4	NM_014471	3.77 	0
SPINK5	NM_006846	2.70 	0.00877185
SPINK6	NM_205841	N.D.	0
SPINK7	NM_032566	N.D.	0
SPINK9	NM_001040433	N.D.	0
SPINT1	NM_003710	N.D.	1.08023
SPINT1	NM_001032367	N.D.	1.08023
SPINT1	NM_181642	N.D.	1.08023
SPINT2	NM_021102	4.33 	26.3588
SPINT4	NM_178455	N.D.	0
SPIRE1	NM_020148	4.33 	9.27956
SPIRE2	NM_032451	3.33 	2.36546
SPN	NM_001030288	N.D.	0
SPN	NM_003123	N.D.	0
SPNS1	NM_032038	>24	64.99
SPNS3	NM_182538	N.D.	0
SPO11	NM_012444	N.D.	0
SPO11	NM_198265	N.D.	0
SPOCD1	NM_144569	8.75 	5.09126
SPOCK1	NM_004598	>24	44.3485
SPOCK2	NM_014767	N.D.	0.0430376
SPOCK3	NM_001040159	2.56 	0
SPOCK3	NM_016950	2.56 	0
SPON1	NM_006108	N.D.	0.0485595
SPON2	NM_012445	2.60 	136.865
SPOP	NM_001007230	3.28 	17.6468
SPOP	NM_001007227	3.28 	17.6468
SPOP	NM_001007228	3.28 	17.6468
SPOP	NM_001007229	3.28 	17.6468
SPOP	NM_001007226	3.28 	17.6468
SPOP	NM_003563	3.28 	17.6468
SPOPL	NM_001001664	2.63 	2.61712
SPP1	NM_001040060	N.D.	0.78202
SPP1	NM_001040058	N.D.	0.78202
SPP1	NM_000582	N.D.	0.78202
SPP2	NM_006944	N.D.	0
SPPL2A	NM_032802	22.11 	24.9538
SPPL2B	NM_152988	5.65 	12.5487
SPPL2C	NM_175882	N.D.	0
SPPL2C	NM_175882	N.D.	0
SPPL3	NM_139015	3.77 	18.2961
SPR	NM_003124	8.16 	13.6153
SPRED1	NM_152594	2.99 	6.68107
SPRED2	NM_181784	6.00 	6.80165
SPRED3	NM_001042522	N.D.	1.14001
SPRN	NM_001012508	2.56 	1.49494
SPRR1A	NM_005987	N.D.	0
SPRR1B	NM_003125	N.D.	0
SPRR2A	NM_005988	N.D.	0
SPRR2B	NM_001017418	N.D.	0
SPRR2D	NM_006945	N.D.	0
SPRR2E	NM_001024209	N.D.	0
SPRR2F	NM_001014450	N.D.	0.081458
SPRR2G	NM_001014291	N.D.	0
SPRR3	NM_005416	N.D.	0
SPRR4	NM_173080	N.D.	0
SPRTN	NM_032018	2.56 	2.42141
SPRTN	NM_001010984	2.56 	2.42141
SPRY1	NM_005841	2.13 	2.40966
SPRY1	NM_199327	2.13 	2.40966
SPRY2	NM_005842	N.D.	7.92884
SPRY4	NM_030964	N.D.	3.49585
SPRYD3	NM_032840	4.19 	22.0948
SPRYD4	NM_207344	3.45 	3.97878
SPRYD7	NM_020456	3.77 	4.00862
SPSB1	NM_025106	2.22 	6.56085
SPSB2	NM_032641	2.13 	7.06623
SPSB3	NM_080861	3.45 	18.2836
SPSB4	NM_080862	N.D.	0.0174121
SPTA1	NM_003126	N.D.	0
SPTAN1	NM_003127	12.48 	34.9646
SPTB	NM_000347	2.30 	0.109033
SPTB	NM_001024858	2.30 	0.109033
SPTBN1	NM_003128	15.27 	20.3957
SPTBN1	NM_178313	15.27 	20.3957
SPTBN2	NM_006946	7.00 	0.20641
SPTBN4	NM_025213	N.D.	0.510576
SPTBN4	NM_020971	N.D.	0.510576
SPTBN5	NM_016642	N.D.	0.0287934
SPTLC1	NM_006415	10.46 	31.8878
SPTLC1	NM_178324	10.46 	31.8878
SPTLC2	NM_004863	5.89 	7.44955
SPTLC3	NM_018327	N.D.	0.211097
SPTSSA	NM_138288	3.77 	10.2997
SPTSSB	NM_001040100	N.D.	0
SPTY2D1	NM_194285	2.44 	4.17224
SPZ1	NM_032567	N.D.	0
SQLE	NM_003129	7.15 	25.9709
SQRDL	NM_021199	2.86 	21.465
SQSTM1	NM_003900	6.76 	413.596
SRA1	NM_001035235	10.13 	22.6577
SRBD1	NM_018079	2.82 	3.57207
SRC	NM_005417	2.94 	21.2015
SRC	NM_198291	2.94 	21.2015
SRCAP	NM_006662	5.86 	6.43192
SRCIN1	NM_025248	N.D.	0
SRCRB4D	NM_080744	2.82 	0.178293
SRD5A1	NM_001047	10.82 	4.44433
SRD5A2	NM_000348	N.D.	0.0132078
SRD5A3	NM_024592	>24	2.62182
SREBF1	NM_004176	5.60 	29.3914
SREBF1	NM_001005291	5.60 	29.3914
SREBF2	NM_004599	10.18 	51.5011
SREK1	NM_139168	3.17 	6.05471
SREK1	NM_001077199	3.17 	6.05471
SREK1IP1	NM_173829	3.23 	3.79833
SRF	NM_003131	4.31 	17.8757
SRFBP1	NM_152546	2.60 	2.88397
SRGAP1	NM_020762	2.67 	6.33999
SRGAP2	NM_015326	3.33 	6.75821
SRGAP3	NM_014850	N.D.	0.0254151
SRGAP3	NM_001033117	N.D.	0.0254151
SRGN	NM_002727	>24	20.2249
SRI	NM_198901	18.72 	34.7847
SRI	NM_003130	18.72 	34.7847
SRM	NM_003132	>24	72.0083
SRMS	NM_080823	N.D.	0
SRP14	NM_003134	>24	122.682
SRP19	NM_003135	3.17 	14.4978
SRP54	NM_003136	9.18 	20.5522
SRP68	NM_014230	7.13 	26.1535
SRP72	NM_006947	13.13 	22.3441
SRP9	NM_003133	3.70 	49.7655
SRPK1	NM_003137	5.75 	7.45713
SRPK2	NM_182692	3.39 	11.1958
SRPK2	NM_182691	3.39 	11.1958
SRPK3	NM_014370	N.D.	0.14704
SRPR	NM_003139	8.00 	55.6863
SRPRB	NM_021203	10.76 	21.5984
SRPX	NM_006307	N.D.	86.2115
SRPX2	NM_014467	N.D.	4.98744
SRR	NM_021947	6.10 	5.1534
SRRD	NM_001013694	5.00 	8.75882
SRRM1	NM_005839	7.23 	13.0845
SRRM2	NM_016333	10.00 	28.0487
SRRM4	NM_194286	N.D.	0.00395411
SRRT	NM_015908	11.20 	24.776
SRSF1	NM_006924	9.55 	17.2191
SRSF11	NM_004768	3.45 	32.5686
SRSF12	NM_080743	N.D.	0.0313354
SRSF2	NM_003016	7.00 	44.4844
SRSF3	NM_003017	6.61 	25.2051
SRSF4	NM_005626	3.08 	28.227
SRSF5	NM_001039465	2.99 	63.9749
SRSF5	NM_006925	2.99 	63.9749
SRSF6	NM_006275	5.33 	21.2876
SRSF7	NM_001031684	5.45 	14.1945
SRSF8	NM_032102	3.77 	6.97193
SRSF9	NM_003769	10.00 	82.185
SRXN1	NM_080725	3.28 	30.9027
SRY	NM_003140	N.D.	0
SS18	NM_001007559	5.24 	19.3199
SS18	NM_005637	5.24 	19.3199
SS18L1	NM_198935	2.74 	1.79665
SS18L2	NM_016305	2.63 	10.0361
SSB	NM_003142	12.39 	28.553
SSBP1	NM_003143	>24	72.5929
SSBP2	NM_012446	3.85 	4.88476
SSBP3	NM_018070	3.03 	5.27524
SSBP3	NM_145716	3.03 	5.27524
SSBP3	NM_001009955	3.03 	5.27524
SSBP4	NM_032627	6.62 	18.1925
SSBP4	NM_001009998	6.62 	18.1925
SSFA2	NM_006751	3.39 	14.8761
SSH1	NM_018984	2.74 	12.0888
SSH2	NM_033389	2.44 	0.791346
SSH3	NM_017857	3.57 	11.624
SSNA1	NM_003731	11.23 	36.7894
SSPN	NM_005086	N.D.	10.8483
SSR1	NM_003144	13.76 	15.5075
SSR2	NM_003145	>24	164.733
SSR3	NM_007107	12.00 	86.8529
SSR4	NM_006280	>24	188.253
SSRP1	NM_003146	>24	33.8494
SSSCA1	NM_006396	10.40 	22.2361
SST	NM_001048	N.D.	4.04887
SSTR1	NM_001049	2.50 	19.0297
SSTR2	NM_001050	N.D.	0
SSTR3	NM_001051	N.D.	0
SSTR4	NM_001052	N.D.	0
SSTR5	NM_001053	N.D.	0
SSU72	NM_014188	8.22 	80.9554
SSUH2	NM_015931	2.50 	0.0735242
SSX1	NM_005635	N.D.	0
SSX2IP	NM_014021	3.51 	1.74871
SSX3	NM_021014	N.D.	0
SSX3	NM_175711	N.D.	0
SSX5	NM_021015	N.D.	0
SSX5	NM_175723	N.D.	0
SSX7	NM_173358	N.D.	0
ST13	NM_003932	14.25 	29.3085
ST14	NM_021978	N.D.	0
ST18	NM_014682	N.D.	0
ST3GAL1	NM_003033	2.33 	6.21307
ST3GAL1	NM_173344	2.33 	6.21307
ST3GAL2	NM_006927	3.39 	9.94817
ST3GAL3	NM_174963	2.60 	7.68684
ST3GAL3	NM_006279	2.60 	7.68684
ST3GAL3	NM_174969	2.60 	7.68684
ST3GAL3	NM_174966	2.60 	7.68684
ST3GAL3	NM_174967	2.60 	7.68684
ST3GAL3	NM_174971	2.60 	7.68684
ST3GAL3	NM_174970	2.60 	7.68684
ST3GAL3	NM_174968	2.60 	7.68684
ST3GAL3	NM_174965	2.60 	7.68684
ST3GAL3	NM_174964	2.60 	7.68684
ST3GAL4	NM_006278	>24	10.8568
ST3GAL5	NM_003896	2.86 	3.52797
ST3GAL5	NM_001042437	2.86 	3.52797
ST3GAL6	NM_006100	N.D.	0.122043
ST5	NM_139157	3.23 	31.5052
ST5	NM_005418	3.23 	31.5052
ST5	NM_213618	3.23 	31.5052
ST6GAL1	NM_003032	3.08 	0.952388
ST6GAL1	NM_173216	3.08 	0.952388
ST6GAL1	NM_173217	3.08 	0.952388
ST6GAL2	NM_032528	N.D.	0.0135125
ST6GALNAC1	NM_018414	N.D.	0
ST6GALNAC2	NM_006456	2.15 	0.51002
ST6GALNAC3	NM_152996	N.D.	0.0322155
ST6GALNAC4	NM_175039	9.38 	12.0573
ST6GALNAC4	NM_175040	9.38 	12.0573
ST6GALNAC5	NM_030965	N.D.	0.194533
ST6GALNAC6	NM_013443	6.00 	35.2728
ST7	NM_018412	3.51 	8.76154
ST7	NM_021908	3.51 	8.76154
ST7L	NM_017744	9.27 	2.15243
ST7L	NM_138727	9.27 	2.15243
ST7L	NM_138729	9.27 	2.15243
ST7L	NM_138728	9.27 	2.15243
ST8SIA1	NM_003034	N.D.	0
ST8SIA2	NM_006011	N.D.	0
ST8SIA3	NM_015879	N.D.	0
ST8SIA4	NM_005668	N.D.	0
ST8SIA4	NM_175052	N.D.	0
ST8SIA5	NM_013305	2.53 	0.0320759
ST8SIA6	NM_001004470	N.D.	0.022704
STAB1	NM_015136	N.D.	5.25591e-148
STAB2	NM_017564	N.D.	0
STAC	NM_003149	6.00 	20.6515
STAC2	NM_198993	4.80 	0.0121297
STAC3	NM_145064	N.D.	0.447673
STAG1	NM_005862	2.90 	7.45949
STAG2	NM_006603	9.14 	10.8064
STAG2	NM_001042751	9.14 	10.8064
STAG2	NM_001042749	9.14 	10.8064
STAG2	NM_001042750	9.14 	10.8064
STAG3	NM_012447	N.D.	0.0801505
STAM	NM_003473	4.20 	9.89593
STAM2	NM_005843	4.17 	5.57419
STAMBP	NM_006463	7.27 	3.78898
STAMBP	NM_213622	7.27 	3.78898
STAMBP	NM_201647	7.27 	3.78898
STAMBPL1	NM_020799	2.86 	2.29954
STAP1	NM_012108	N.D.	0
STAP2	NM_017720	N.D.	2.32062
STAP2	NM_001013841	N.D.	2.32062
STAR	NM_000349	N.D.	0.100129
STARD10	NM_006645	3.17 	6.40335
STARD13	NM_178007	2.35 	3.27172
STARD13	NM_178006	2.35 	3.27172
STARD13	NM_052851	2.35 	3.27172
STARD3	NM_006804	6.95 	14.0918
STARD3NL	NM_032016	6.00 	19.0521
STARD4	NM_139164	3.39 	5.97134
STARD5	NM_181900	2.30 	3.29216
STARD6	NM_139171	N.D.	0
STARD7	NM_020151	8.00 	45.1562
STARD8	NM_014725	3.08 	1.15845
STAT1	NM_007315	8.00 	79.0511
STAT1	NM_139266	8.00 	79.0511
STAT2	NM_005419	3.70 	70.8001
STAT3	NM_139276	9.60 	47.5754
STAT3	NM_213662	9.60 	47.5754
STAT3	NM_003150	9.60 	47.5754
STAT4	NM_003151	2.78 	0.660103
STAT5A	NM_003152	4.42 	5.14723
STAT5B	NM_012448	7.50 	11.1546
STAT6	NM_003153	8.00 	44.0323
STATH	NM_001009181	N.D.	0
STATH	NM_003154	N.D.	0
STAU1	NM_004602	8.00 	29.0117
STAU1	NM_017452	8.00 	29.0117
STAU1	NM_017453	8.00 	29.0117
STAU1	NM_017454	8.00 	29.0117
STAU1	NM_001037328	8.00 	29.0117
STAU2	NM_014393	5.28 	7.98733
STBD1	NM_003943	2.44 	5.35989
STC1	NM_003155	6.22 	3.87241
STC2	NM_003714	2.56 	236.729
STEAP1	NM_012449	N.D.	8.15243
STEAP2	NM_152999	N.D.	1.26217
STEAP2	NM_001040666	N.D.	1.26217
STEAP2	NM_001040665	N.D.	1.26217
STEAP3	NM_018234	9.48 	1.53856
STEAP3	NM_001008410	9.48 	1.53856
STEAP3	NM_182915	9.48 	1.53856
STEAP4	NM_024636	N.D.	0.0564251
STH	NM_001007532	N.D.	0
STH	NM_001007532	N.D.	0
STIL	NM_001048166	2.86 	0.86999
STIL	NM_003035	2.86 	0.86999
STIM1	NM_003156	10.67 	26.2731
STIM2	NM_020860	3.23 	1.79428
STIP1	NM_006819	11.14 	30.6982
STK10	NM_005990	4.20 	9.52953
STK11	NM_000455	2.67 	24.0267
STK11IP	NM_052902	7.00 	5.94676
STK16	NM_001008910	3.85 	7.44876
STK17A	NM_004760	2.78 	8.276
STK17B	NM_004226	2.53 	5.22556
STK24	NM_001032296	8.17 	23.9858
STK24	NM_003576	8.17 	23.9858
STK25	NM_006374	9.54 	48.533
STK3	NM_006281	2.70 	10.3985
STK31	NM_032944	N.D.	0
STK31	NM_031414	N.D.	0
STK32A	NM_145001	N.D.	0
STK32B	NM_018401	3.39 	13.8519
STK32C	NM_173575	2.90 	4.94959
STK33	NM_030906	3.03 	1.05213
STK35	NM_080836	2.50 	4.13974
STK36	NM_015690	3.77 	3.93701
STK38	NM_007271	5.47 	24.6858
STK38L	NM_015000	3.85 	3.10054
STK39	NM_013233	3.23 	8.51874
STK4	NM_006282	4.00 	5.4792
STK40	NM_032017	2.82 	11.0459
STMN1	NM_005563	13.58 	48.5251
STMN1	NM_203399	13.58 	48.5251
STMN1	NM_203401	13.58 	48.5251
STMN2	NM_007029	N.D.	37.0728
STMN3	NM_015894	N.D.	6.02721
STMN4	NM_030795	N.D.	0
STOM	NM_198194	12.00 	101.815
STOM	NM_004099	12.00 	101.815
STOML1	NM_004809	3.39 	9.42066
STOML2	NM_013442	12.00 	52.9384
STOML3	NM_145286	N.D.	0
STON1	NM_006873	N.D.	0.963372
STON1-GTF2A1L	NM_172311	N.D.	1.11203e-277
STON2	NM_033104	3.57 	0.0504971
STOX1	NM_152709	N.D.	0.00909329
STOX2	NM_020225	2.41 	0.0237898
STPG1	NM_178122	2.82 	2.39942
STPG2	NM_174952	N.D.	0
STRA13	NM_144998	6.50 	14.5513
STRA6	NM_022369	3.13 	1.63771
STRA8	NM_182489	N.D.	0
STRADA	NM_001003786	4.60 	7.72936
STRADA	NM_001003788	4.60 	7.72936
STRADA	NM_001003787	4.60 	7.72936
STRADA	NM_153335	4.60 	7.72936
STRADB	NM_018571	13.20 	5.73125
STRAP	NM_007178	18.55 	45.7473
STRBP	NM_018387	5.60 	0.83531
STRC	NM_153700	N.D.	0
STRIP1	NM_033088	2.99 	12.5978
STRIP2	NM_020704	3.08 	0.773334
STRN	NM_003162	7.54 	1.64528
STRN3	NM_014574	2.74 	10.3542
STRN4	NM_013403	5.90 	27.2038
STRN4	NM_001039877	5.90 	27.2038
STS	NM_000351	9.92 	14.0045
STT3A	NM_152713	>24	83.5783
STT3B	NM_178862	21.78 	37.8311
STUB1	NM_005861	12.44 	59.0099
STX10	NM_003765	16.80 	31.6477
STX11	NM_003764	N.D.	0.355694
STX12	NM_177424	3.70 	19.1193
STX16	NM_003763	3.85 	15.928
STX16	NM_001001433	3.85 	15.928
STX17	NM_017919	2.94 	3.2374
STX18	NM_016930	2.86 	7.13742
STX19	NM_001001850	N.D.	0.0238504
STX1A	NM_004603	3.08 	1.1009
STX1B	NM_052874	2.33 	0.628067
STX2	NM_194356	4.47 	14.3728
STX2	NM_001980	4.47 	14.3728
STX3	NM_004177	2.82 	4.55478
STX4	NM_004604	6.67 	30.5082
STX5	NM_003164	4.87 	25.2552
STX6	NM_005819	3.13 	11.9468
STX7	NM_003569	3.33 	13.9409
STX8	NM_004853	2.70 	37.7672
STXBP1	NM_003165	9.48 	15.1524
STXBP1	NM_001032221	9.48 	15.1524
STXBP2	NM_006949	3.85 	8.25698
STXBP3	NM_007269	3.23 	12.2867
STXBP4	NM_178509	3.77 	0.973152
STXBP5	NM_139244	3.64 	5.78305
STXBP6	NM_014178	N.D.	0.514055
STYK1	NM_018423	N.D.	0.254303
STYX	NM_145251	5.67 	4.68819
STYXL1	NM_016086	3.33 	10.2505
SUB1	NM_006713	11.38 	15.9212
SUCLA2	NM_003850	11.33 	12.8842
SUCLG1	NM_003849	19.85 	30.8007
SUCLG2	NM_003848	3.57 	13.1715
SUCNR1	NM_033050	N.D.	0
SUCO	NM_014283	2.78 	4.28247
SUCO	NM_016227	2.78 	4.28247
SUDS3	NM_022491	5.60 	7.96271
SUFU	NM_016169	3.51 	4.68547
SUGP1	NM_172231	2.82 	10.0655
SUGP2	NM_001017392	3.85 	9.31145
SUGP2	NM_014884	3.85 	9.31145
SUGT1	NM_006704	5.50 	12.7194
SULF1	NM_015170	N.D.	205.66
SULF2	NM_198596	14.73 	36.3485
SULF2	NM_018837	14.73 	36.3485
SULT1A1	NM_001055	2.99 	0.504395
SULT1A1	NM_177529	2.99 	0.504395
SULT1A1	NM_177530	2.99 	0.504395
SULT1A1	NM_177536	2.99 	0.504395
SULT1A1	NM_177534	2.99 	0.504395
SULT1A2	NM_001054	2.60 	0
SULT1A2	NM_177528	2.60 	0
SULT1B1	NM_014465	N.D.	0
SULT1C2	NM_001056	N.D.	0.0108764
SULT1C2	NM_176825	N.D.	0.0108764
SULT1C3	NM_001008743	N.D.	0
SULT1C4	NM_006588	N.D.	0.0382514
SULT1E1	NM_005420	N.D.	0
SULT2A1	NM_003167	N.D.	0
SULT2B1	NM_004605	N.D.	0.288985
SULT2B1	NM_177973	N.D.	0.288985
SULT4A1	NM_014351	2.90 	0.105408
SULT6B1	NM_001032377	N.D.	0.0376127
SUMF1	NM_182760	11.40 	47.1412
SUMF2	NM_015411	>24	90.4187
SUMF2	NM_001042469	>24	90.4187
SUMF2	NM_001042470	>24	90.4187
SUMO1	NM_001005781	11.52 	38.6342
SUMO1	NM_001005782	11.52 	38.6342
SUMO1	NM_003352	11.52 	38.6342
SUMO2	NM_001005849	9.23 	33.0726
SUMO2	NM_006937	9.23 	33.0726
SUMO3	NM_006936	10.21 	41.0822
SUMO4	NM_001002255	2.67 	0.0570899
SUN1	NM_025154	7.60 	22.9979
SUN2	NM_015374	5.40 	34.0615
SUN3	NM_152782	N.D.	0.0241028
SUN3	NM_001030019	N.D.	0.0241028
SUN5	NM_080675	N.D.	0
SUOX	NM_000456	2.63 	4.79012
SUOX	NM_001032387	2.63 	4.79012
SUOX	NM_001032386	2.63 	4.79012
SUPT16H	NM_007192	11.04 	18.1386
SUPT20H	NM_001014286	4.94 	7.9696
SUPT20H	NM_017569	4.94 	7.9696
SUPT3H	NM_003599	2.67 	1.0324
SUPT3H	NM_181356	2.67 	1.0324
SUPT4H1	NM_003168	7.43 	33.6401
SUPT5H	NM_003169	9.43 	35.3497
SUPT6H	NM_003170	9.23 	22.4676
SUPT7L	NM_014860	2.86 	7.78263
SUPV3L1	NM_003171	7.06 	7.45379
SURF1	NM_003172	2.86 	22.4955
SURF2	NM_017503	3.45 	8.72597
SURF4	NM_033161	10.18 	129.389
SURF6	NM_006753	2.78 	11.6246
SUSD1	NM_022486	10.00 	6.52389
SUSD2	NM_019601	N.D.	0.719485
SUSD3	NM_145006	N.D.	0.120352
SUSD4	NM_017982	N.D.	0.0113431
SUSD4	NM_001037175	N.D.	0.0113431
SUV39H1	NM_003173	2.67 	1.30514
SUV39H2	NM_024670	3.13 	2.00074
SUV420H1	NM_016028	3.03 	5.38842
SUV420H1	NM_017635	3.03 	5.38842
SUV420H2	NM_032701	2.60 	2.17043
SUZ12	NM_015355	3.23 	6.60002
SV2A	NM_014849	N.D.	12.0494
SV2B	NM_014848	N.D.	0.00281448
SV2C	NM_014979	9.88 	0
SVEP1	NM_153366	N.D.	12.8668
SVIL	NM_003174	4.57 	8.18859
SVIL	NM_021738	4.57 	8.18859
SVOP	NM_018711	N.D.	0
SVOPL	NM_174959	3.85 	0
SWAP70	NM_015055	4.16 	22.3797
SWSAP1	NM_175871	2.30 	0.569976
SWT1	NM_017673	>24	0.978512
SYAP1	NM_032796	12.43 	18.8968
SYBU	NM_017786	2.30 	2.14021
SYCE1	NM_130784	N.D.	0.835013
SYCP1	NM_003176	N.D.	0
SYCP2	NM_014258	N.D.	0.240447
SYCP2L	NM_001040274	N.D.	0
SYCP3	NM_153694	3.17 	0.181968
SYDE1	NM_033025	5.19 	31.3816
SYF2	NM_207170	2.82 	24.9344
SYF2	NM_015484	2.82 	24.9344
SYK	NM_003177	N.D.	0
SYMPK	NM_004819	8.44 	20.9563
SYN1	NM_133499	>24	0.210747
SYN1	NM_006950	>24	0.210747
SYN2	NM_003178	20.48 	0.0226635
SYN2	NM_133625	20.48 	0.0226635
SYN3	NM_133633	10.62 	0.0362586
SYN3	NM_003490	10.62 	0.0362586
SYNC	NM_030786	3.51 	23.3014
SYNCRIP	NM_006372	8.73 	21.3884
SYNDIG1	NM_024893	N.D.	0.782502
SYNE1	NM_033071	N.D.	1.20616
SYNE1	NM_182961	N.D.	1.20616
SYNE2	NM_182910	3.23 	1.40253
SYNE2	NM_182914	3.23 	1.40253
SYNE2	NM_182913	3.23 	1.40253
SYNE2	NM_015180	3.23 	1.40253
SYNE3	NM_152592	N.D.	1.44367
SYNE4	NM_001039876	N.D.	0.120832
SYNGAP1	NM_006772	5.67 	4.40001
SYNGAP1	NM_006772	5.67 	0
SYNGR1	NM_145731	N.D.	25.1002
SYNGR1	NM_145738	N.D.	25.1002
SYNGR1	NM_004711	N.D.	25.1002
SYNGR2	NM_004710	11.65 	34.1803
SYNGR3	NM_004209	3.08 	0.198044
SYNGR4	NM_012451	N.D.	0
